book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
34084,"Stephen King, Ned Dameron",1991.0,"The Waste Lands (The Dark Tower, #3)",eng,4.24,117483,801,3169,19831,50959,60497
2373,Jeffery Deaver,1997.0,"The Bone Collector (Lincoln Rhyme, #1)",en-US,4.18,120541,1165,3101,20494,47836,52654
101299,"Bernhard Schlink, Carol Brown Janeway",1995.0,The Reader,eng,3.73,119911,2975,10982,39603,55731,32414
759611,"Bill Martin Jr., Eric Carle",1967.0,"Brown Bear, Brown Bear, What Do You See?",eng,4.19,125668,2280,6108,22298,31492,64984
77566,Dan Simmons,1989.0,"Hyperion (Hyperion Cantos, #1)",eng,4.21,122225,2284,5503,18329,41131,63242
5308,John Steinbeck,1947.0,The Pearl,eng,3.41,133264,8757,18361,48458,45467,24848
179780,William Peter Blatty,1971.0,The Exorcist,en-US,4.14,124467,2211,4877,22809,43470,57208
7937462,Stephenie Meyer,2009.0,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",eng,3.51,145874,7314,21317,50829,43629,36680
77142,David Guterson,1994.0,Snow Falling on Cedars,eng,3.8,131945,2507,9023,35994,54408,34280
546018,Alex Haley,1976.0,Roots: The Saga of an American Family,en-US,4.42,118951,784,1951,12877,36557,70416
96358,"Alan Moore, Brian Bolland, Tim Sale",1988.0,Batman: The Killing Joke,eng,4.36,113855,883,2751,14311,38045,67322
16981,Ralph Ellison,1952.0,Invisible Man,eng,3.84,123073,4351,10006,28935,43080,41092
43015,Ishmael Beah,2007.0,A Long Way Gone: Memoirs of a Boy Soldier,en-US,4.14,116260,1424,3801,20057,46963,49596
9822,Robert C. O'Brien,1971.0,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",Unknown,4.13,135978,1620,4727,26279,50968,58756
39662,Stephen King,1982.0,Different Seasons,eng,4.34,105961,435,2223,17523,48177,69848
114345,"Laura Ingalls Wilder, Garth Williams",1953.0,"The Little House Collection (Little House, #1-9)",Unknown,4.33,124320,2304,3046,15651,36875,71004
33926,Melissa Bank,1998.0,The Girls' Guide to Hunting and Fishing,Unknown,3.29,113977,11089,16858,37528,32016,20526
13453029,Hugh Howey,2012.0,"Wool Omnibus (Silo, #1)",eng,4.24,81982,1155,3518,15776,46236,55157
28881,Christopher Moore,2002.0,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US,4.26,118576,2392,4578,16179,37102,65610
6708,Eckhart Tolle,1997.0,The Power of Now: A Guide to Spiritual Enlightenment,eng,4.1,104549,3440,6131,17848,33175,52136
12868761,Jenny  Lawson,2012.0,Let's Pretend This Never Happened: A Mostly True Memoir,eng,3.9,118475,5179,9769,25994,41884,47767
127455,Scott Lynch,2006.0,"The Lies of Locke Lamora (Gentleman Bastard, #1)",eng,4.3,118751,2360,4377,14772,44719,71793
518848,Garth Nix,1995.0,"Sabriel (Abhorsen,  #1)",en-US,4.17,137047,2911,5797,22367,47814,67255
5161066,Charlaine Harris,2009.0,"Dead and Gone (Sookie Stackhouse, #9)",eng,4.01,145157,1114,6415,36292,59321,53790
15753740,Jodi Picoult,2013.0,The Storyteller,eng,4.26,109313,1206,3199,15490,47104,58265
12578077,Jennifer L. Armentrout,2011.0,"Obsidian (Lux, #1)",eng,4.23,164832,4284,6932,23256,50731,91093
8694,Douglas Adams,1982.0,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,131562,657,3816,25663,53047,62809
17167166,Sarah J. Maas,2013.0,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,160485,1092,2478,14391,52781,113639
29800,Bryan Lee O'Malley,2004.0,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,126864,3667,4891,18962,40649,62678
6366437,Jeannette Walls,2008.0,Half Broke Horses,eng,4.05,110597,820,3719,23221,52865,38854
386372,Terry Pratchett,1987.0,"Mort (Death, #1; Discworld, #4)",eng,4.22,128450,912,2663,21970,55524,60818
6644117,Julie Kagawa,2010.0,"The Iron King (The Iron Fey, #1)",eng,3.92,158063,5814,11383,34292,50281,61348
256008,Larry McMurtry,1985.0,Lonesome Dove,en-US,4.47,111498,1080,2179,10686,29526,72959
32145,Mary Roach,2003.0,Stiff: The Curious Lives of Human Cadavers,eng,4.05,122502,1992,5132,24229,49580,47169
8709527,Richelle Mead,2011.0,"Bloodlines (Bloodlines, #1)",en-US,4.22,140599,3103,4901,21147,45060,71923
9532,Orson Scott Card,1998.0,"Ender's Shadow (Ender's Shadow, #1)",eng,4.3,115521,706,2793,16218,44173,61854
6063187,Sophie Kinsella,2009.0,Twenties Girl,eng,3.82,119105,3479,9323,32120,42968,38302
375013,Thomas Keneally,1982.0,Schindler's List,eng,4.34,108338,1225,2361,12913,36982,59675
11337,Toni Morrison,1970.0,The Bluest Eye,eng,3.99,109944,2409,6094,24867,45871,42625
5971165,Philippa Gregory,2009.0,"The White Queen (The Plantagenet and Tudor Novels, #2)",eng,3.9,119739,2295,7115,31384,49549,40103
92057,"Malcolm X, Alex Haley",1965.0,The Autobiography of Malcolm X,eng,4.29,124805,2453,3362,16312,41019,68627
23754,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989.0,Preludes & Nocturnes (The Sandman #1),eng,4.3,122540,2632,3868,16435,41523,74067
110737,Laura Hillenbrand,1999.0,Seabiscuit: An American Legend,en-US,4.2,111497,1391,3451,18065,41881,52196
21686,Dennis Lehane,2003.0,Shutter Island,eng,4.07,113718,1636,4727,22089,49875,45705
188572,Arthur Conan Doyle,1894.0,The Complete Sherlock Holmes,eng,4.5,109754,471,1125,10089,37928,76945
13006,"William Shakespeare, Roma Gill",1599.0,Julius Caesar,eng,3.65,119933,3318,13030,42014,46750,30806
9938498,Erik Larson,2011.0,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481,1951,7701,32350,50986,30001
30289,"Plato, Desmond Lee",,The Republic,eng,3.9,110274,2772,7531,29394,42284,40766
47021,William Shakespeare,1593.0,The Taming of the Shrew,en-US,3.81,126318,2869,9611,35666,47453,38641
13206828,Marissa Meyer,2014.0,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,866,2056,14772,56494,103278
341879,Patti Smith,2010.0,Just Kids,en-US,4.14,106542,3268,5377,17142,37031,54582
567616,Phaidon Press,1997.0,The Art Book,eng,3.79,102746,7128,7874,22124,28325,37537
227941,Jane Green,2001.0,Jemima J,en-US,3.62,101436,8909,9304,24965,29819,30852
30597,"Victor Hugo, Walter J. Cobb",1831.0,The Hunchback of Notre-Dame,eng,3.97,119851,1952,6849,30636,47753,46231
5211,Rohinton Mistry,1996.0,A Fine Balance,eng,4.34,99252,1477,3066,11254,31034,57685
77727,"Bill Watterson, G.B. Trudeau",1987.0,Calvin and Hobbes,en-US,4.61,117788,980,1435,7684,22365,85830
24765,Scott Westerfeld,2006.0,"Specials (Uglies, #3)",eng,3.77,139168,3286,13140,41196,48574,42587
58345,Kate Chopin,1899.0,The Awakening,eng,3.63,125474,7523,14751,35125,44172,35884
4134071,"P.C. Cast, Kristin Cast",2009.0,"Hunted (House of Night, #5)",eng,3.93,138103,4169,10788,32719,41977,56398
10929,Mitch Albom,2006.0,For One More Day,en-US,4.09,102193,958,4221,21064,38962,41515
32669,Tom Clancy,1989.0,"Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,105317,973,3064,21463,44290,38848
30120,Shel Silverstein,1996.0,Falling Up,en-US,4.33,111779,1209,2879,15625,32073,63204
7821447,Justin Halpern,2010.0,Sh*t My Dad Says,Unknown,3.98,102560,2279,6246,25054,40835,41954
23955,"Irvine Welsh, Eric Lindor Fall",1993.0,Trainspotting,fre,4.07,59453,1757,4329,19778,42833,41980
29581,Isaac Asimov,1952.0,Foundation and Empire (Foundation #2),eng,4.2,105595,497,2770,18775,44860,49339
6596,Miguel Ruiz,1997.0,The Four Agreements: A Practical Guide to Personal Freedom,Unknown,4.12,97016,2463,5818,19047,33836,51308
6614960,Jodi Picoult,2010.0,House Rules,en-US,4.01,111239,1155,5434,25143,47540,40495
22917,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812.0,The Complete Grimm's Fairy Tales,eng,4.31,116324,772,2476,18421,41254,65084
3980,E.L. Konigsburg,1967.0,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537,1943,5209,25045,49509,62402
16130549,Stephen King,2013.0,"Doctor Sleep (The Shining, #2)",eng,4.1,95276,1117,4071,19995,48181,43201
4271,Nick Hornby,1998.0,About a Boy,en-US,3.79,101999,1127,5639,32252,49493,23650
15760001,Samantha Young,2012.0,"On Dublin Street (On Dublin Street, #1)",eng,4.24,136761,2615,5087,19239,46853,72149
3206011,"Francis Chan, Danae Yankoski, Chris Tomlin",2008.0,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351,2800,4867,16969,32636,51862
7770,Dr. Seuss,1960.0,"One Fish, Two Fish, Red Fish, Blue Fish",Unknown,4.12,117582,2153,5979,24401,32449,57671
32423,Dean Koontz,1987.0,Watchers,Unknown,4.16,109595,1253,3766,20833,38155,49977
821611,Helen Keller,1902.0,The Story of My Life,eng,4.07,107313,2514,4654,20960,36225,45703
6224935,Jonathan Tropper,2009.0,This is Where I Leave You,eng,3.88,98645,1552,6027,26235,47931,29731
7108001,Seth Grahame-Smith,2010.0,Abraham Lincoln: Vampire Hunter,en-US,3.7,106336,4404,10413,31741,42104,30042
271199,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999.0,"Fruits Basket, Vol. 1",eng,4.23,118467,3190,5265,17379,27721,65248
12985,William Shakespeare,1623.0,The Tempest,en-US,3.8,125178,2394,10084,37832,46984,38243
6917952,"P.C. Cast, Kristin Cast",2010.0,"Burned (House of Night, #7)",eng,3.98,120763,3628,8971,27361,35719,53814
5096,"Stephen King, Dave McKean",1997.0,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,1040,4034,17762,39468,58404
18302455,Dave Eggers,2013.0,The Circle,eng,3.46,109412,5667,16425,41080,44562,21289
9673436,Brian Selznick,2007.0,The Invention of Hugo Cabret,eng,4.23,132159,1601,4222,20022,44895,64767
5479,"Aldous Huxley, Christopher Hitchens",1932.0,Brave New World / Brave New World Revisited,eng,4.16,108124,1215,3784,18335,39753,47028
1087204,Bisco Hatori,2003.0,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,113881,2338,3593,13572,26298,68316
18812405,Mary Kubica,2014.0,The Good Girl,eng,3.81,100936,2697,8081,30628,49795,31552
16070903,Abbi Glines,2012.0,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,138871,3366,6036,19726,42292,72127
18081809,Rainbow Rowell,2014.0,Landline,eng,3.55,113805,5386,13087,38025,41984,24940
6262365,"P.C. Cast, Kristin Cast",2008.0,"Tempted (House of Night, #6)",eng,3.96,127387,4010,9937,29521,38966,55476
12497,Cormac McCarthy,2005.0,No Country for Old Men,eng,4.12,100513,1533,3795,16790,45304,42660
6101138,Hilary Mantel,2009.0,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,6673,9916,21464,37421,43231
6294,Diana Wynne Jones,1986.0,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng,4.3,123945,1370,3764,18194,45058,71962
11570,"Stephen King, William Olivier Desmond",2001.0,Dreamcatcher,fre,3.59,115855,5234,14010,36926,36389,30040
16902,Henry David Thoreau,1854.0,Walden,eng,3.79,108062,5092,10227,27683,39108,38543
28921,Kazuo Ishiguro,1989.0,The Remains of the Day,eng,4.1,105892,1500,5028,21065,46702,47468
10766509,Nicholas Sparks,2010.0,The Best of Me,en-US,3.91,103915,2688,9119,28642,40370,43745
10746542,Julian Barnes,2011.0,The Sense of an Ending,eng,3.7,94968,2910,9843,30865,45258,25149
64863,Sue Grafton,1982.0,"A is for Alibi (Kinsey Millhone, #1)",en-US,3.82,116026,2465,7563,34101,42272,34824
1554,"Sophocles, J.E. Thomas",,"Oedipus Rex  (The Theban Plays, #1)",eng,3.67,119496,3032,12324,42020,45436,31572
5960325,Lisa See,2009.0,Shanghai Girls (Shanghai Girls #1),eng,3.87,106729,1334,5638,28727,49667,29496
5659,"Kenneth Grahame, Gillian Avery",1908.0,The Wind in the Willows,eng,3.98,124612,2608,7140,31301,47933,50809
15749186,Jenny Han,2014.0,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",eng,4.11,136938,3388,6744,25033,51196,64950
9516,"Marjane Satrapi, Mattias Ripa",2000.0,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,117103,1138,3121,16734,45474,53498
3087,E.M. Forster,1908.0,A Room with a View,eng,3.91,109994,2113,7241,28787,45563,38351
6931356,Kody Keplinger,2010.0,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,5089,10817,33459,47351,49831
1295102,Sarah Dessen,2008.0,Lock and Key,eng,4.01,120475,1910,6407,27658,43875,47799
268602,J.D. Robb,1995.0,"Naked in Death (In Death, #1)",en-US,4.13,78028,3226,5211,21254,39535,57555
5355,John Grisham,1994.0,The Chamber,eng,3.76,102715,1706,7154,32686,38347,26913
4502877,Stephenie Meyer,2008.0,"Midnight Sun (Twilight, #1.5)",eng,4.03,138118,6209,9089,23237,35433,64149
204042,"Masashi Kishimoto, Katy Bridges",1999.0,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,104633,2105,3635,13142,23193,63194
13227454,Rachel Joyce,2012.0,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",eng,3.89,94012,1925,6032,26242,48627,31050
13262783,David Levithan,2012.0,"Every Day (Every Day, #1)",eng,3.99,121863,2994,7882,26109,47403,49572
8648,Orson Scott Card,1991.0,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,1842,8424,33016,43038,28863
24128,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596.0,The Merchant of Venice,eng,3.78,115621,1925,9212,36917,46745,33490
402093,James Clavell,1975.0,"Shōgun (Asian Saga, #1)",eng,4.37,104339,872,2373,13468,35713,63101
42900,J.R. Ward,2006.0,"Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249,1196,2744,14043,36965,87806
16096824,Sarah J. Maas,2015.0,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,3499,6586,22541,56042,100055
13584236,E.L. James,2012.0,"Fifty Shades Trilogy (Fifty Shades, #1-3)",Unknown,4.13,76876,5505,6427,13235,20763,55683
293595,"Bill Martin Jr., John Archambault, Lois Ehlert",1989.0,Chicka Chicka Boom Boom,eng,4.21,105192,2524,5879,18923,26523,62240
6393631,Raina Telgemeier,2009.0,Smile,eng,4.19,98628,3201,4369,15206,26690,53338
5472,"George Orwell, Christopher Hitchens",1950.0,Animal Farm / 1984,eng,4.26,116197,1212,3276,16511,40583,57179
5161,Jacquelyn Mitchard,1996.0,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,1741,6092,27939,39820,28879
12555,Amy Tan,2001.0,The Bonesetter's Daughter,en-US,3.98,99926,730,3502,23935,46287,30820
402013,Louise Rennison,1999.0,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,112733,4507,10953,31648,35061,36724
13538873,Robin Sloan,2012.0,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",eng,3.75,110552,2419,9582,34956,50973,29466
43448,V.C. Andrews,1979.0,"Flowers in the Attic (Dollanganger, #1)",eng,3.79,109063,4467,10284,30206,38523,38779
25899336,"Paul Kalanithi, Abraham Verghese",2016.0,When Breath Becomes Air,eng,4.32,116771,2913,4244,18562,51535,88419
139463,Jerry Spinelli,1990.0,Maniac Magee,eng,3.86,99831,2697,7804,25881,33058,35217
22290,Chuck Palahniuk,1999.0,Invisible Monsters,eng,4.0,54937,1625,5710,20718,35026,36857
1625,William Shakespeare,1601.0,Twelfth Night,eng,3.97,119607,1494,6329,29985,47546,43539
12936,Lois Lowry,2000.0,"Gathering Blue (The Giver, #2)",eng,3.8,114917,1516,8009,36770,49694,31821
902,Ellen Raskin,1978.0,The Westing Game,eng,4.03,117108,2682,6710,24165,41664,49122
15839976,Pierce Brown,2014.0,"Red Rising (Red Rising, #1)",eng,4.26,104939,2341,4309,15037,42448,64053
3227063,Brent Weeks,2008.0,"The Way of Shadows (Night Angel, #1)",en-US,4.15,109236,2049,4811,17366,39470,50796
30868,Barbara Kingsolver,1988.0,"The Bean Trees (Greer Family, #1)",eng,3.94,105032,1401,5007,25764,47738,33658
15745950,Jamie McGuire,2013.0,"Walking Disaster (Beautiful, #2)",eng,4.23,134022,2597,5841,20243,42657,73776
17332218,Brandon Sanderson,2014.0,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,154,404,2653,18272,86693
301736,"Sam McBratney, Anita Jeram",1988.0,Guess How Much I Love You,en-US,4.36,104690,1434,3317,13963,25628,63212
10967,Diana Gabaldon,2001.0,"The Fiery Cross (Outlander, #5)",eng,4.26,103552,736,3692,18829,37362,59819
10628,"Stephen King, John D. MacDonald",1978.0,Night Shift,en-GB,3.96,104248,984,4705,28410,41703,36555
126232,Peter Benchley,1974.0,Jaws,eng,3.96,102574,1836,5893,24737,35730,38005
3867,Nicole Krauss,2005.0,The History of Love,eng,3.91,98379,2251,7414,22791,35939,35075
19302,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945.0,Pippi Longstocking,eng,4.11,123065,1749,5293,25615,41802,55846
2967752,"Muriel Barbery, Alison Anderson",2006.0,The Elegance of the Hedgehog,eng,3.73,101669,6480,11258,25525,39331,35962
2199,"Doris Kearns Goodwin, Suzanne Toren",2005.0,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923,3306,3095,11140,31184,59219
7091488,Charlaine Harris,2010.0,"Dead in the Family (Sookie Stackhouse, #10)",en-US,3.88,127379,1531,8555,37227,48154,42560
11989,"Albert Camus, Stuart Gilbert",1947.0,The Plague,en-US,3.97,95803,1430,5671,23913,44261,36548
78418,"Lemony Snicket, Brett Helquist",1999.0,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,130213,1410,6684,34847,52929,45251
13547180,Susannah Cahalan,2012.0,Brain on Fire: My Month of Madness,eng,4.0,92849,1491,4253,21084,42730,34059
305234,Melissa Marr,2007.0,"Wicked Lovely (Wicked Lovely, #1)",en-US,3.69,131034,5909,13879,36275,40331,39922
420297,H.A. Rey,1941.0,Curious George,en-CA,4.13,105473,2090,5211,21963,29649,53554
27712,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979.0,The Neverending Story,eng,4.17,109110,1684,4743,21142,39618,57368
13912,Sylvia Nasar,1998.0,A Beautiful Mind,en-GB,4.12,98276,2044,3393,16728,36997,41467
41681,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906.0,The Jungle,eng,3.72,97468,3719,9393,29116,39239,28055
2800905,Kelley Armstrong,2008.0,"The Summoning (Darkest Powers, #1)",en-US,4.03,132285,3330,7629,27219,42153,56501
63697,Oliver Sacks,1985.0,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,102419,1549,4719,21880,42523,40419
92364,Ken Follett,1978.0,Eye of the Needle,en-US,4.16,93475,578,2147,17130,40554,39562
78433,Margaret Atwood,2000.0,The Blind Assassin,eng,3.95,98464,2340,6203,23409,42565,36767
23164983,Ransom Riggs,2014.0,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",eng,4.07,73149,971,4618,25627,54274,47434
359770,Andre Dubus III,1999.0,House of Sand and Fog,eng,3.83,55381,3192,7268,24787,38793,30763
17235026,M.R. Carey,2014.0,The Girl with All the Gifts,eng,3.93,99729,2427,6277,24649,49720,36420
77013,William Faulkner,1930.0,As I Lay Dying,eng,3.72,103547,6178,10613,24587,35971,33356
98573,Crockett Johnson,1955.0,Harold and the Purple Crayon,eng,4.24,107221,1865,4213,17288,28357,58029
35729,J.R. Ward,2006.0,"Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,137558,1583,3587,17261,42711,81063
29580,Isaac Asimov,1953.0,Second Foundation (Foundation #3),eng,4.23,96865,394,2296,16502,39942,46705
91477,Jim Butcher,2001.0,"Fool Moon (The Dresden Files, #2)",eng,4.04,111371,580,4224,26768,49154,41432
15751404,Malcolm Gladwell,2011.0,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",eng,3.9,90083,1768,5208,24303,40901,29527
870,"Hiromu Arakawa, Akira Watanabe",2002.0,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,93990,972,1734,8737,21751,61574
64216,Terry Pratchett,1989.0,"Guards! Guards! (Discworld, #8)",eng,4.32,108652,756,1721,14830,43570,58192
7815,Joan Didion,2005.0,The Year of Magical Thinking,eng,3.86,94590,2670,7410,22435,35538,31255
80660,Lionel Shriver,2003.0,We Need to Talk About Kevin,eng,4.07,101343,3643,5596,16884,41057,46759
112537,Arthur C. Clarke,1973.0,"Rendezvous with Rama (Rama, #1)",eng,4.06,93151,836,3999,20716,40151,37712
43758,Anne Rice,1988.0,"The Queen of the Damned (The Vampire Chronicles, #3)",eng,3.86,110693,1866,8091,31233,39038,37061
53835,"Edith Wharton, Maureen Howard",1920.0,The Age of Innocence,eng,3.93,102646,2359,6549,25631,42542,37913
61535,Richard Dawkins,1976.0,The Selfish Gene,eng,4.11,96564,2783,4298,15845,33818,44273
4965,Geraldine Brooks,2001.0,Year of Wonders,eng,4.0,104283,1491,4853,21931,43557,36197
32508,Michael Connelly,1992.0,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,98591,1487,2971,19722,45422,38786
667,Ayn Rand,1938.0,Anthem,eng,3.62,95620,6095,10982,27984,34074,27631
10140661,Sylvain Reynard,2011.0,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,119633,5445,8481,21252,35901,56804
8073,"Judi Barrett, Ron Barrett",1978.0,Cloudy With a Chance of Meatballs,eng,4.15,104677,1641,4578,19494,30132,49675
6643090,Helen Simonson,2010.0,Major Pettigrew's Last Stand,eng,3.87,97745,1652,5870,26114,46749,28926
5598113,Nora Roberts,2009.0,"Vision in White (Bride Quartet, #1)",eng,4.1,103933,1736,4571,20507,35020,45913
10909,Jodi Picoult,2006.0,The Tenth Circle,eng,3.48,99170,3141,12846,36925,32003,18240
9067850,Rick Riordan,2011.0,"The Throne of Fire (Kane Chronicles, #2)",eng,4.2,116360,869,3653,20425,42668,55409
51964,John Scalzi,2005.0,"Old Man's War (Old Man's War, #1)",eng,4.23,97653,883,2704,14821,42929,47796
32692,Stephen King,1992.0,Gerald's Game,eng,3.47,100158,6039,14425,32757,28853,23703
6427,Janet Evanovich,1996.0,"Two for the Dough (Stephanie Plum, #2)",eng,4.11,116171,458,3089,25824,51020,47157
327847,"Irma S. Rombauer, Marion Rombauer Becker, Ethan Becker",1931.0,The Joy of Cooking,Unknown,4.14,102348,3036,4504,17338,31223,49819
21611,Joe Haldeman,1974.0,"The Forever War (The Forever War, #1)",eng,4.15,87636,919,3331,16929,39208,41388
10585,"Stephen King, Bettina Blanch Tyroller",1994.0,Insomnia,spa,3.79,100972,3138,9066,28408,35608,33224
7603,Azar Nafisi,2003.0,Reading Lolita in Tehran,eng,3.57,94696,4270,10670,28610,34061,20802
944073,Joe Abercrombie,2006.0,"The Blade Itself (The First Law, #1)",eng,4.14,97501,1844,3944,15593,42598,43635
114955,Eoin Colfer,2002.0,"The Arctic Incident (Artemis Fowl, #2)",eng,3.94,108031,1594,5098,27655,44276,36244
7354,Annie Proulx,1993.0,The Shipping News,eng,3.83,103151,3321,8054,24808,40446,32418
22318578,"Marie Kondō, Cathy Hirano",2011.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,105063,3885,10846,32775,44967,36936
18460392,"Jennifer Niven, فرانک معنوی",2015.0,All the Bright Places,eng,4.19,132087,2871,6238,21061,45697,70675
231604,Kathy Reichs,1997.0,"Déjà Dead (Temperance Brennan, #1)",eng,3.86,100369,2579,6023,27054,40072,31908
17402605,Michael Scott,2007.0,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",eng,3.84,58396,3737,8839,27510,38469,37309
10964693,Jeffrey Eugenides,2011.0,The Marriage Plot,eng,3.42,90551,4472,12653,33397,33807,14942
16527,"Isabel Allende, Margaret Sayers Peden",1998.0,Daughter of Fortune,eng,3.89,89770,1238,4950,24400,39391,26960
22609317,Jessica Knoll,2015.0,Luckiest Girl Alive,eng,3.48,82504,3530,11319,33135,34874,15305
270730,Ellen Hopkins,2004.0,"Crank (Crank, #1)",eng,4.16,104168,2207,5055,16890,31143,50528
17675462,Maggie Stiefvater,2012.0,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,121727,4299,7656,26761,57622,63358
547094,Richard Matheson,1954.0,I Am Legend and Other Stories,eng,3.99,98795,1451,5061,22371,38426,35632
1736739,Elizabeth Strout,2008.0,Olive Kitteridge,eng,3.78,85019,2907,8772,26625,41160,29054
20588698,"Lena Dunham, Joana Avillez",2014.0,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",eng,3.33,88251,6235,14712,32976,28187,15516
76865,James C. Collins,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,85277,1550,3682,16971,33234,32936
6137154,Kristin Cashore,2009.0,"Fire (Graceling Realm, #2)",en-US,4.12,98180,2390,6020,22684,45051,57317
17716,Samuel Beckett,1952.0,Waiting for Godot,eng,3.81,98950,4684,9587,25125,36788,37059
43035,Jack London,1906.0,White Fang,eng,3.94,100223,1823,5850,27264,42175,37407
4978,"Stephen King, Bernie Wrightson",2003.0,"Wolves of the Calla (The Dark Tower, #5)",eng,4.17,98182,1013,3733,17788,39889,47225
18116,Philip Pullman,2000.0,His Dark Materials (His Dark Materials #1-3),eng,4.25,88227,1672,3744,13475,31455,51694
16081272,J.A. Redmerski,2012.0,"The Edge of Never (The Edge of Never, #1)",en-US,4.26,117508,2681,4863,16493,35712,67937
15776309,Kimberly McCreight,2013.0,Reconstructing Amelia,eng,3.82,86965,1616,5754,25360,42578,23961
18693716,Jojo Moyes,2014.0,One Plus One,eng,3.94,87412,1548,4059,23143,47569,29614
11899,Michael Cunningham,1998.0,The Hours,en-US,3.91,97462,2540,6874,23497,38208,35489
15858248,Alice Clayton,2012.0,"Wallbanger (Cocktail, #1)",eng,4.1,134805,3556,7236,23963,46970,63885
4136,David Sedaris,1997.0,Holidays on Ice,eng,3.95,82591,1685,5179,20216,32529,31289
10584,Stephen King,1996.0,Desperation,eng,3.8,94821,2284,8007,27093,32961,29783
9369720,Lauren Kate,2011.0,"Passion (Fallen, #3)",eng,3.89,119735,3673,10214,28665,35799,46901
13089710,James Dashner,2012.0,"The Kill Order (Maze Runner, #0.5)",eng,3.69,96568,4497,11820,28996,31984,32144
11500217,Susan Ee,2011.0,"Angelfall (Penryn & the End of Days, #1)",en-US,4.19,73886,2909,5168,18366,40347,61238
187020,Richard Russo,2001.0,Empire Falls,eng,3.91,90811,1469,5164,21151,38013,27257
13895,Robert Jordan,1993.0,"The Fires of Heaven (Wheel of Time, #5)",en-US,4.13,93227,863,3367,18885,39542,41660
20820994,Jandy Nelson,2014.0,I'll Give You the Sun,eng,4.14,140937,7025,7517,20793,40241,78008
22283,Chuck Palahniuk,1999.0,Survivor,en-US,3.93,49551,903,4759,20844,34767,26958
